ts_ns,syscall,proc_name,tid,evt_cpu,label
1780278310332136503,switch,node,170295,1,0
1780278310332136503,futex,node,170301,1,0
1780278310332136503,switch,node,170302,0,0
1780278310332146223,futex,node,170301,1,0
1780278310332152513,switch,node,170301,1,0
1780278310332153180,futex,node,170295,1,0
1780278310332157399,futex,node,170295,1,0
1780278310332157797,switch,node,170295,1,0
1780278310332159698,futex,node,170301,1,0
1780278310332161061,fstat,node,170301,1,0
1780278310332163278,fstat,node,170301,1,0
1780278310332167848,write,node,170301,1,0
1780278310332167848,write,node,170301,1,0
1780278310332169888,futex,node,170301,1,0
1780278310332172147,switch,node,170301,1,0
1780278310332247313,clock_gettime,node,170295,1,0
1780278310332248696,clock_gettime,node,170295,1,0
1780278310332268826,clock_gettime,node,170295,1,0
1780278310332269771,clock_gettime,node,170295,1,0
1780278310332270925,clock_gettime,node,170295,1,0
1780278310332271681,clock_gettime,node,170295,1,0
1780278310332272686,epoll_wait,node,170295,1,0
1780278310332274637,epoll_wait,node,170295,1,0
1780278310332275423,clock_gettime,node,170295,1,0
1780278310332276129,clock_gettime,node,170295,1,0
1780278310332277045,read,node,170295,1,0
1780278310332278716,read,node,170295,1,0
1780278310332316290,futex,node,170295,1,0
1780278310332331326,futex,node,170295,1,0
1780278310332335416,clock_gettime,node,170295,1,0
1780278310332336451,clock_gettime,node,170295,1,0
1780278310332337724,clock_gettime,node,170295,1,0
1780278310332338431,clock_gettime,node,170295,1,0
1780278310332339297,epoll_wait,node,170295,1,0
1780278310332346769,switch,node,170295,1,0
1780278310332374213,futex,node,170304,0,0
1780278310332379079,read,node,170304,0,0
1780278310332411509,read,node,170304,0,0
1780278310332413817,write,node,170304,0,0
1780278310332427817,write,node,170304,0,0
1780278310332429638,futex,node,170304,0,0
1780278310332433549,switch,node,170304,0,0
1780278310332463980,epoll_wait,node,170295,1,0
1780278310332465413,clock_gettime,node,170295,1,0
1780278310332466348,clock_gettime,node,170295,1,0
1780278310332467304,read,node,170295,1,0
1780278310332468816,read,node,170295,1,0
1780278310332494002,futex,node,170295,1,0
1780278310332500877,futex,node,170295,1,0
1780278310332502977,switch,node,170295,1,0
1780278310332505017,futex,node,170303,1,0
1780278310332515783,futex,node,170303,1,0
1780278310332518470,switch,node,170303,1,0
1780278310332520360,futex,node,170295,1,0
1780278310332522649,futex,node,170295,1,0
